0.89309,-1.0195,1.1894,-0.13846,-2.2854
-0.010817,0.17931,-0.37057,-0.13846,0.0081889
1.1191,0.35211,-1.1506,-0.13846,0.0081889
-0.76407,1.2914,1.1894,-0.13846,0.0081889
-0.086142,0.8038,1.5794,-0.13846,0.0081889
0.81776,-0.3231,-1.9306,-0.13846,-2.0305
1.0437,0.12492,-0.37057,-0.13846,0.43292
-0.5381,-1.3595,1.5794,1.8704,0.85766
0.29049,-0.32978,1.1894,0.60011,0.0081889
-0.086142,0.76649,0.019422,-0.13846,3.4061
-0.61342,-0.49422,1.1894,-0.13846,0.0081889
-1.1407,-0.66657,1.1894,-0.13846,-0.84128
-0.46277,0.083036,0.79941,-0.13846,0.85766
0.13983,-0.6711,0.40942,-0.13846,0.0081889
-0.31212,0.44964,-2.3206,-0.13846,0.43292
-0.99005,-0.173,-0.37057,-0.13846,-0.41654
-0.46277,-0.081794,-0.37057,-0.13846,0.0081889
-0.010817,-1.5126,-1.1506,-0.13846,0.85766
0.36581,0.87258,1.5794,-0.13846,0.43292
0.13983,-0.021098,2.3594,-0.13846,1.7071
1.1944,0.96291,-0.37057,-0.13846,-1.6907
-0.23679,-1.0781,-1.9306,-0.13846,0.0081889
0.36581,-0.714,-1.1506,-0.13846,0.0081889
1.571,-0.78667,-0.37057,-0.13846,0.0081889
1.345,0.19022,1.1894,-0.13846,0.0081889
-1.442,-0.24966,-0.37057,-0.13846,0.0081889
1.1944,-0.1417,0.019422,-0.13846,1.7071
0.064509,1.5528,-0.37057,-0.13846,3.4061
0.81776,-0.022529,-0.37057,-0.13846,0.0081889
-1.1407,-0.046599,0.79941,-0.13846,1.0275
-1.3667,0.6356,0.019422,-0.13846,0.34798
0.51646,1.7311,1.1894,-0.13846,0.0081889
-0.61342,-1.2311,0.019422,-0.13846,0.0081889
-1.216,1.0478,0.019422,-0.13846,-2.1155
0.74244,0.42173,-1.1506,-0.13846,0.0081889
-1.2914,0.012203,0.019422,-0.13846,0.0081889
-1.442,3.1547,-0.37057,-0.13846,-1.266
-0.5381,-1.0119,0.019422,-0.13846,-0.1617
0.74244,0.63073,0.79941,-0.13846,0.0081889
-0.5381,2.8266,-1.9306,-0.13846,0.26303
1.1191,-0.97246,1.1894,-0.13846,0.0081889
-1.0654,-0.20714,1.1894,-0.13846,0.85766
0.81776,-0.91691,-0.37057,-0.13846,0.0081889
-0.99005,0.8527,-0.37057,-0.13846,-0.41654
1.4204,1.2868,1.1894,-0.13846,0.0081889
1.1191,-0.46647,-0.37057,-0.13846,-0.1617
0.44114,-0.61148,1.5794,-0.13846,0.0081889
0.21516,-0.85381,0.40942,-0.13846,0.0081889
-0.68875,0.68498,0.40942,-0.13846,0.26303
-0.99005,-1.4819,0.019422,-0.13846,0.0081889
-1.5173,0.28176,-0.37057,-0.13846,-0.84128
0.66711,-1.3047,1.9694,-0.13846,1.7071
0.89309,0.50488,1.1894,-0.13846,1.2824
0.66711,-0.77927,-0.37057,-0.13846,1.7071
0.36581,0.38175,0.019422,-0.13846,0.0081889
0.59179,0.18855,-2.7105,-0.13846,0.0081889
-0.23679,-1.2637,0.40942,-0.13846,0.0081889
0.21516,-0.43919,-0.37057,-0.13846,0.68776
-0.61342,-0.069817,-0.37057,0.57657,0.0081889
-0.61342,-1.2353,1.1894,0.20487,0.0081889
-0.46277,0.88854,-2.3206,-0.13846,0.0081889
0.74244,-0.41864,-0.37057,-0.13846,0.0081889
0.29049,-0.71767,2.3594,-0.13846,0.43292
-0.68875,-0.81762,0.019422,-0.13846,1.5372
-0.16147,-0.36522,-0.37057,-0.13846,0.0081889
-0.76407,-0.11485,0.019422,-0.13846,0.0081889
1.1191,-0.2356,-0.37057,-0.13846,0.0081889
0.81776,-0.037794,0.019422,-0.13846,0.85766
-0.99005,0.043738,0.019422,-0.13846,0.0081889
-1.442,-0.85467,0.019422,-0.13846,-0.67138
-0.5381,1.0338,1.1894,-0.13846,0.0081889
-0.68875,-0.30398,1.1894,-0.13846,2.5566
-1.1407,0.14336,0.019422,-0.13846,0.0081889
3.0775,-0.64418,0.019422,-0.13846,-1.6907
-0.8394,0.16368,-0.37057,-0.13846,0.0081889
0.13983,-1.4824,0.79941,-0.13846,0.0081889
2.1736,0.15315,-1.5406,-0.13846,-3.2198
-1.5173,1.0307,-1.1506,-0.13846,-1.5209
-0.5381,-0.63346,-2.3206,-0.13846,0.0081889
-1.5173,2.2737,-0.37057,-0.13846,-0.84128
1.0437,0.73072,1.1894,-0.13846,0.0081889
0.59179,-1.3066,-0.37057,-0.13846,0.0081889
1.571,-0.32536,-0.37057,-0.13846,0.68776
0.44114,1.3384,-0.37057,1.9075,0.0081889
1.1191,1.3625,-0.37057,-0.13846,-0.41654
0.81776,0.6557,-0.37057,-0.13846,0.0081889
-0.38744,0.056148,1.5794,-0.13846,0.85766
-0.61342,-1.282,-1.9306,-0.13846,0.0081889
0.36581,1.9478,2.3594,-0.13846,0.85766
